instant_x,dteday,season_x,yr_x,mnth_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,Total_x,instant_y,season_y,yr_y,mnth_y,hr,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,Total_y
312,2011-11-08,Winter,2011,November,Tuesday,Working day,"Clear or
 Partly cloudy",16.7,20.6,72.2,4.6,376,3829,4205,7371,Winter,2011,November,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",21.3,25.0,43.0,11.0,40,459,499
313,2011-11-09,Winter,2011,November,Wednesday,Working day,"Clear or
 Partly cloudy",16.4,20.5,75.8,4.2,305,3804,4109,7395,Winter,2011,November,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",18.9,22.7,63.0,7.0,27,458,485
314,2011-11-10,Winter,2011,November,Thursday,Working day,"Mist and
 Cloudy or Mist ",15.6,18.7,81.3,12.7,190,2743,2933,7410,Winter,2011,November,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",16.4,20.5,94.0,6.0,18,418,436
315,2011-11-11,Winter,2011,November,Friday,Holiday,"Clear or
 Partly cloudy",13.3,15.3,44.6,21.1,440,2928,3368,7443,Winter,2011,November,05 PM,Friday,Holiday,"Clear or
 Partly cloudy",13.9,15.2,39.0,22.0,24,286,310
316,2011-11-12,Winter,2011,November,Saturday,Weekend,"Clear or
 Partly cloudy",14.6,17.9,55.3,14.2,1275,2792,4067,7464,Winter,2011,November,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,36.0,20.0,191,244,435
317,2011-11-13,Winter,2011,November,Sunday,Weekend,"Clear or
 Partly cloudy",18.1,21.5,45.8,18.9,1004,2713,3717,7488,Winter,2011,November,02 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",22.1,25.8,28.0,33.0,108,263,371
318,2011-11-14,Winter,2011,November,Monday,Working day,"Clear or
 Partly cloudy",21.7,26.2,58.7,20.5,595,3891,4486,7515,Winter,2011,November,05 PM,Monday,Working day,"Clear or
 Partly cloudy",25.4,31.1,46.0,17.0,55,464,519
319,2011-11-15,Winter,2011,November,Tuesday,Working day,"Mist and
 Cloudy or Mist ",21.7,25.4,68.9,13.4,449,3746,4195,7530,Winter,2011,November,08 AM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",22.1,25.8,68.0,7.0,27,453,480
320,2011-11-16,Winter,2011,November,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",18.7,22.6,93.0,9.2,145,1672,1817,7563,Winter,2011,November,05 PM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",19.7,23.5,88.0,13.0,17,216,233
321,2011-11-17,Winter,2011,November,Thursday,Working day,"Mist and
 Cloudy or Mist ",14.0,16.2,57.6,20.5,139,2914,3053,7587,Winter,2011,November,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",13.1,14.4,42.0,26.0,20,379,399
322,2011-11-18,Winter,2011,November,Friday,Working day,"Clear or
 Partly cloudy",11.2,13.6,41.0,11.3,245,3147,3392,7611,Winter,2011,November,05 PM,Friday,Working day,"Clear or
 Partly cloudy",13.1,16.7,31.0,9.0,17,361,378
323,2011-11-19,Winter,2011,November,Saturday,Weekend,"Clear or
 Partly cloudy",13.5,16.2,50.2,15.0,943,2720,3663,7633,Winter,2011,November,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",17.2,21.2,41.0,13.0,120,262,382
324,2011-11-20,Winter,2011,November,Sunday,Weekend,"Mist and
 Cloudy or Mist ",19.0,22.9,68.5,12.5,787,2733,3520,7655,Winter,2011,November,01 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",22.1,25.8,60.0,13.0,84,285,369
325,2011-11-21,Winter,2011,November,Monday,Working day,"Light Snow or
 Light Rain with Thunderstorm",18.3,22.3,91.0,9.2,220,2545,2765,7674,Winter,2011,November,08 AM,Monday,Working day,"Mist and
 Cloudy or Mist ",18.9,22.7,94.0,0.0,13,378,391
326,2011-11-22,Winter,2011,November,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",17.1,21.1,96.2,8.0,69,1538,1607,7698,Winter,2011,November,08 AM,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",15.6,19.7,94.0,15.0,5,185,190
327,2011-11-23,Winter,2011,November,Wednesday,Working day,"Mist and
 Cloudy or Mist ",18.1,21.5,75.8,22.5,112,2454,2566,7722,Winter,2011,November,08 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",19.7,23.5,94.0,7.0,7,316,323
328,2011-11-24,Winter,2011,November,Thursday,Holiday,"Clear or
 Partly cloudy",15.3,18.6,54.9,11.2,560,935,1495,7751,Winter,2011,November,01 PM,Thursday,Holiday,"Clear or
 Partly cloudy",19.7,23.5,33.0,15.0,84,91,175
329,2011-11-25,Winter,2011,November,Friday,Working day,"Clear or
 Partly cloudy",15.4,19.0,64.4,6.6,1095,1697,2792,7777,Winter,2011,November,03 PM,Friday,Working day,"Clear or
 Partly cloudy",21.3,25.0,36.0,13.0,165,145,310
330,2011-11-26,Winter,2011,November,Saturday,Weekend,"Clear or
 Partly cloudy",15.4,19.3,68.2,4.6,1249,1819,3068,7799,Winter,2011,November,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",19.7,23.5,44.0,0.0,177,148,325
331,2011-11-27,Winter,2011,November,Sunday,Weekend,"Clear or
 Partly cloudy",18.8,22.8,69.8,14.0,810,2261,3071,7826,Winter,2011,November,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",23.0,26.5,52.0,17.0,94,229,323
332,2011-11-28,Winter,2011,November,Monday,Working day,"Clear or
 Partly cloudy",20.6,24.5,74.3,9.5,253,3614,3867,7850,Winter,2011,November,05 PM,Monday,Working day,"Clear or
 Partly cloudy",23.8,27.3,56.0,13.0,24,444,468
333,2011-11-29,Winter,2011,November,Tuesday,Working day,"Mist and
 Cloudy or Mist ",18.8,22.6,83.1,17.3,96,2818,2914,7865,Winter,2011,November,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",22.1,25.8,77.0,19.0,9,440,449
334,2011-11-30,Winter,2011,November,Wednesday,Working day,"Clear or
 Partly cloudy",13.3,15.6,61.3,18.2,188,3425,3613,7889,Winter,2011,November,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",11.5,13.6,81.0,13.0,13,465,478
335,2011-12-01,Winter,2011,December,Thursday,Working day,"Clear or
 Partly cloudy",12.8,15.3,52.5,14.8,182,3545,3727,7913,Winter,2011,December,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",10.7,11.4,60.0,22.0,15,462,477
336,2011-12-02,Winter,2011,December,Friday,Working day,"Clear or
 Partly cloudy",12.9,16.6,62.6,6.8,268,3672,3940,7937,Winter,2011,December,08 AM,Friday,Working day,"Clear or
 Partly cloudy",9.8,14.4,87.0,0.0,13,432,445
337,2011-12-03,Winter,2011,December,Saturday,Weekend,"Clear or
 Partly cloudy",12.3,15.5,61.3,6.4,706,2908,3614,7965,Winter,2011,December,12 PM,Saturday,Weekend,"Clear or
 Partly cloudy",14.8,18.9,50.0,0.0,78,280,358
338,2011-12-04,Winter,2011,December,Sunday,Weekend,"Clear or
 Partly cloudy",13.6,17.5,77.6,5.6,634,2851,3485,7990,Winter,2011,December,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",16.4,20.5,66.0,15.0,88,269,357
339,2011-12-05,Winter,2011,December,Monday,Working day,"Mist and
 Cloudy or Mist ",15.8,19.7,82.7,4.2,233,3578,3811,8018,Winter,2011,December,05 PM,Monday,Working day,"Clear or
 Partly cloudy",17.2,21.2,77.0,0.0,16,430,446
340,2011-12-06,Winter,2011,December,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",19.0,22.8,95.0,15.6,126,2468,2594,8033,Winter,2011,December,08 AM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",18.9,22.7,94.0,13.0,13,401,414
341,2011-12-07,Winter,2011,December,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",16.8,20.0,97.0,17.8,50,655,705,8057,Winter,2011,December,08 AM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",18.0,22.0,100.0,0.0,6,80,86
342,2011-12-08,Winter,2011,December,Thursday,Working day,"Clear or
 Partly cloudy",10.9,12.8,58.0,16.1,150,3172,3322,8081,Winter,2011,December,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",9.0,10.6,55.0,19.0,11,418,429
343,2011-12-09,Winter,2011,December,Friday,Working day,"Clear or
 Partly cloudy",11.9,15.9,69.6,5.5,261,3359,3620,8105,Winter,2011,December,08 AM,Friday,Working day,"Clear or
 Partly cloudy",9.8,14.4,81.0,0.0,7,378,385
344,2011-12-10,Winter,2011,December,Saturday,Weekend,"Clear or
 Partly cloudy",11.3,13.3,50.7,15.6,502,2688,3190,8136,Winter,2011,December,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",13.9,15.2,34.0,24.0,60,239,299
345,2011-12-11,Winter,2011,December,Sunday,Weekend,"Clear or
 Partly cloudy",9.1,12.7,49.0,4.5,377,2366,2743,8157,Winter,2011,December,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",10.7,15.2,35.0,0.0,42,246,288
346,2011-12-12,Winter,2011,December,Monday,Working day,"Clear or
 Partly cloudy",9.8,13.5,67.1,4.3,143,3167,3310,8177,Winter,2011,December,08 AM,Monday,Working day,"Mist and
 Cloudy or Mist ",6.6,9.1,80.0,7.0,7,378,385
347,2011-12-13,Winter,2011,December,Tuesday,Working day,"Clear or
 Partly cloudy",11.6,15.1,59.0,9.4,155,3368,3523,8201,Winter,2011,December,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",8.2,11.4,69.0,7.0,9,391,400
348,2011-12-14,Winter,2011,December,Wednesday,Working day,"Mist and
 Cloudy or Mist ",13.0,16.9,66.4,4.1,178,3562,3740,8225,Winter,2011,December,08 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",10.7,15.2,87.0,0.0,9,458,467
349,2011-12-15,Winter,2011,December,Thursday,Working day,"Mist and
 Cloudy or Mist ",17.3,20.6,63.4,18.0,181,3528,3709,8249,Winter,2011,December,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",13.9,15.9,66.0,15.0,8,449,457
350,2011-12-16,Winter,2011,December,Friday,Working day,"Mist and
 Cloudy or Mist ",15.4,18.0,50.0,17.5,178,3399,3577,8273,Winter,2011,December,08 AM,Friday,Working day,"Clear or
 Partly cloudy",14.8,16.7,46.0,28.0,10,449,459
351,2011-12-17,Winter,2011,December,Saturday,Weekend,"Mist and
 Cloudy or Mist ",10.6,12.5,56.1,16.3,275,2464,2739,8301,Winter,2011,December,12 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",11.5,12.9,45.0,19.0,28,216,244
352,2011-12-18,Winter,2011,December,Sunday,Weekend,"Clear or
 Partly cloudy",9.8,12.3,58.6,11.4,220,2211,2431,8329,Winter,2011,December,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",11.5,13.6,48.0,17.0,27,207,234
353,2011-12-19,Winter,2011,December,Monday,Working day,"Clear or
 Partly cloudy",11.3,14.0,63.7,11.6,260,3143,3403,8345,Winter,2011,December,08 AM,Monday,Working day,"Clear or
 Partly cloudy",8.2,9.8,75.0,13.0,8,389,397
354,2011-12-20,Winter,2011,December,Tuesday,Working day,"Mist and
 Cloudy or Mist ",15.8,19.8,59.5,4.1,216,3534,3750,8369,Winter,2011,December,08 AM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",17.2,21.2,54.0,6.0,10,422,432
355,2011-12-21,Spring,2011,December,Wednesday,Working day,"Mist and
 Cloudy or Mist ",17.6,21.4,85.8,14.8,107,2553,2660,8393,Spring,2011,December,08 AM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",14.8,18.9,93.0,0.0,12,393,405
356,2011-12-22,Spring,2011,December,Thursday,Working day,"Mist and
 Cloudy or Mist ",17.4,21.3,75.8,3.2,227,2841,3068,8426,Spring,2011,December,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",18.0,22.0,67.0,11.0,24,332,356
357,2011-12-23,Spring,2011,December,Friday,Working day,"Clear or
 Partly cloudy",15.3,18.9,68.6,18.4,163,2046,2209,8448,Spring,2011,December,03 PM,Friday,Working day,"Clear or
 Partly cloudy",15.6,19.7,54.0,24.0,12,191,203
358,2011-12-24,Spring,2011,December,Saturday,Weekend,"Clear or
 Partly cloudy",12.4,15.0,54.2,12.8,155,856,1011,8470,Spring,2011,December,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",13.9,15.2,39.0,20.0,24,97,121
359,2011-12-25,Spring,2011,December,Sunday,Weekend,"Clear or
 Partly cloudy",11.3,14.0,68.1,10.4,303,451,754,8495,Spring,2011,December,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",13.9,16.7,61.0,13.0,43,48,91
360,2011-12-26,Spring,2011,December,Monday,Holiday,"Clear or
 Partly cloudy",13.2,15.8,50.7,16.0,430,887,1317,8517,Spring,2011,December,02 PM,Monday,Holiday,"Clear or
 Partly cloudy",15.6,19.7,40.0,22.0,73,80,153
361,2011-12-27,Spring,2011,December,Tuesday,Working day,"Mist and
 Cloudy or Mist ",13.3,16.4,76.2,12.6,103,1059,1162,8535,Spring,2011,December,08 AM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",12.3,15.2,65.0,11.0,9,155,164
362,2011-12-28,Spring,2011,December,Wednesday,Working day,"Clear or
 Partly cloudy",12.3,14.0,50.4,19.7,255,2047,2302,8567,Spring,2011,December,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",11.5,13.6,38.0,17.0,25,225,250
363,2011-12-29,Spring,2011,December,Thursday,Working day,"Clear or
 Partly cloudy",10.2,13.2,57.4,8.0,254,2169,2423,8591,Spring,2011,December,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",12.3,15.2,61.0,11.0,14,226,240
364,2011-12-30,Spring,2011,December,Friday,Working day,"Clear or
 Partly cloudy",12.8,15.9,63.7,9.0,491,2508,2999,8613,Spring,2011,December,03 PM,Friday,Working day,"Clear or
 Partly cloudy",17.2,21.2,44.0,0.0,56,236,292
365,2011-12-31,Spring,2011,December,Saturday,Weekend,"Clear or
 Partly cloudy",16.8,20.7,61.6,14.8,665,1820,2485,8635,Spring,2011,December,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,42.0,33.0,108,205,313
366,2012-01-01,Spring,2012,January,Sunday,Weekend,"Clear or
 Partly cloudy",15.2,18.8,69.2,12.9,686,1608,2294,8660,Spring,2012,January,02 PM,Sunday,Weekend,"Clear or
 Partly cloudy",18.0,22.0,54.0,20.0,120,147,267
367,2012-01-02,Spring,2012,January,Monday,Holiday,"Clear or
 Partly cloudy",11.2,12.6,38.1,22.1,244,1707,1951,8681,Spring,2012,January,12 PM,Monday,Holiday,"Clear or
 Partly cloudy",11.5,13.6,36.0,17.0,41,161,202
368,2012-01-03,Spring,2012,January,Tuesday,Working day,"Clear or
 Partly cloudy",6.1,6.3,44.1,24.5,89,2147,2236,8701,Spring,2012,January,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",6.6,6.8,55.0,19.0,5,349,354
369,2012-01-04,Spring,2012,January,Wednesday,Working day,"Mist and
 Cloudy or Mist ",4.4,6.0,41.5,12.4,95,2273,2368,8725,Spring,2012,January,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",0.8,3.0,44.0,9.0,5,310,315
370,2012-01-05,Spring,2012,January,Thursday,Working day,"Clear or
 Partly cloudy",10.9,13.9,52.4,8.7,140,3132,3272,8758,Spring,2012,January,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",14.8,17.4,34.0,13.0,19,393,412
371,2012-01-06,Spring,2012,January,Friday,Working day,"Clear or
 Partly cloudy",13.7,17.0,54.2,11.2,307,3791,4098,8782,Spring,2012,January,05 PM,Friday,Working day,"Clear or
 Partly cloudy",18.9,22.7,36.0,15.0,20,456,476
372,2012-01-07,Spring,2012,January,Saturday,Weekend,"Clear or
 Partly cloudy",16.1,19.5,53.2,11.7,1070,3451,4521,8803,Spring,2012,January,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,42.0,19.0,156,356,512
373,2012-01-08,Spring,2012,January,Sunday,Weekend,"Clear or
 Partly cloudy",13.8,17.0,46.5,12.8,599,2826,3425,8825,Spring,2012,January,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",15.6,19.7,43.0,15.0,78,273,351
374,2012-01-09,Spring,2012,January,Monday,Working day,"Mist and
 Cloudy or Mist ",9.2,12.4,70.2,6.6,106,2270,2376,8845,Spring,2012,January,08 AM,Monday,Working day,"Mist and
 Cloudy or Mist ",9.0,12.9,55.0,6.0,13,407,420
375,2012-01-10,Spring,2012,January,Tuesday,Working day,"Clear or
 Partly cloudy",12.7,15.9,64.7,12.6,173,3425,3598,8868,Spring,2012,January,08 AM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",7.4,9.8,93.0,11.0,6,465,471
376,2012-01-11,Spring,2012,January,Wednesday,Working day,"Mist and
 Cloudy or Mist ",11.2,14.1,84.8,8.8,92,2085,2177,8892,Spring,2012,January,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",8.2,11.4,82.0,7.0,11,488,499
377,2012-01-12,Spring,2012,January,Thursday,Working day,"Mist and
 Cloudy or Mist ",15.7,19.1,80.3,12.1,269,3828,4097,8916,Spring,2012,January,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",13.1,15.9,81.0,13.0,11,497,508
378,2012-01-13,Spring,2012,January,Friday,Working day,"Clear or
 Partly cloudy",11.2,12.5,50.7,25.3,174,3040,3214,8940,Spring,2012,January,08 AM,Friday,Working day,"Clear or
 Partly cloudy",9.8,10.6,52.0,24.0,11,408,419
379,2012-01-14,Spring,2012,January,Saturday,Weekend,"Clear or
 Partly cloudy",7.4,9.2,45.8,12.5,333,2160,2493,8970,Spring,2012,January,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",9.8,10.6,41.0,20.0,52,179,231
380,2012-01-15,Spring,2012,January,Sunday,Weekend,"Clear or
 Partly cloudy",6.8,8.1,41.9,16.8,284,2027,2311,8992,Spring,2012,January,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",7.4,8.3,40.0,20.0,42,192,234
381,2012-01-16,Spring,2012,January,Monday,Holiday,"Clear or
 Partly cloudy",7.8,9.5,52.2,15.5,217,2081,2298,9017,Spring,2012,January,01 PM,Monday,Holiday,"Mist and
 Cloudy or Mist ",9.8,9.8,41.0,28.0,26,202,228
382,2012-01-17,Spring,2012,January,Tuesday,Working day,"Mist and
 Cloudy or Mist ",15.3,18.2,71.6,23.4,127,2808,2935,9045,Spring,2012,January,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",18.9,22.7,63.0,30.0,12,451,463
383,2012-01-18,Spring,2012,January,Wednesday,Working day,"Clear or
 Partly cloudy",12.4,13.8,44.3,27.8,109,3267,3376,9059,Spring,2012,January,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",12.3,13.6,52.0,28.0,15,474,489
384,2012-01-19,Spring,2012,January,Thursday,Working day,"Clear or
 Partly cloudy",7.8,9.5,49.8,14.8,130,3162,3292,9083,Spring,2012,January,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",4.9,7.6,54.0,7.0,9,414,423
385,2012-01-20,Spring,2012,January,Friday,Working day,"Mist and
 Cloudy or Mist ",8.9,11.0,45.0,13.6,115,3048,3163,9107,Spring,2012,January,08 AM,Friday,Working day,"Clear or
 Partly cloudy",9.0,10.6,64.0,17.0,4,421,425
386,2012-01-21,Spring,2012,January,Saturday,Weekend,"Mist and
 Cloudy or Mist ",7.1,8.7,83.1,14.9,67,1234,1301,9138,Spring,2012,January,03 PM,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",8.2,9.8,80.0,13.0,6,113,119
387,2012-01-22,Spring,2012,January,Sunday,Weekend,"Mist and
 Cloudy or Mist ",6.7,8.1,79.6,13.4,196,1781,1977,9160,Spring,2012,January,01 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",6.6,9.1,80.0,9.0,24,175,199
388,2012-01-23,Spring,2012,January,Monday,Working day,"Mist and
 Cloudy or Mist ",9.0,12.2,91.1,7.4,145,2287,2432,9189,Spring,2012,January,06 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",9.8,12.1,93.0,9.0,7,275,282
389,2012-01-24,Spring,2012,January,Tuesday,Working day,"Clear or
 Partly cloudy",14.0,17.5,83.6,8.3,439,3900,4339,9212,Spring,2012,January,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",17.2,21.2,67.0,6.0,41,474,515
390,2012-01-25,Spring,2012,January,Wednesday,Working day,"Clear or
 Partly cloudy",12.1,14.7,64.4,10.8,467,3803,4270,9227,Spring,2012,January,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",9.8,11.4,70.0,17.0,18,495,513
391,2012-01-26,Spring,2012,January,Thursday,Working day,"Mist and
 Cloudy or Mist ",14.0,17.8,77.0,4.9,244,3831,4075,9251,Spring,2012,January,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",11.5,15.2,81.0,6.0,16,514,530
392,2012-01-27,Spring,2012,January,Friday,Working day,"Mist and
 Cloudy or Mist ",17.4,20.8,74.1,23.0,269,3187,3456,9284,Spring,2012,January,05 PM,Friday,Working day,"Clear or
 Partly cloudy",17.2,21.2,50.0,39.0,16,406,422
393,2012-01-28,Spring,2012,January,Saturday,Weekend,"Clear or
 Partly cloudy",12.9,16.3,54.3,14.1,775,3248,4023,9306,Spring,2012,January,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",16.4,20.5,47.0,22.0,90,320,410
394,2012-01-29,Spring,2012,January,Sunday,Weekend,"Clear or
 Partly cloudy",11.6,13.6,31.1,16.1,558,2685,3243,9331,Spring,2012,January,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",14.8,16.7,21.0,28.0,54,268,322
395,2012-01-30,Spring,2012,January,Monday,Working day,"Clear or
 Partly cloudy",11.0,13.1,40.1,14.5,126,3498,3624,9347,Spring,2012,January,08 AM,Monday,Working day,"Clear or
 Partly cloudy",8.2,9.8,47.0,15.0,12,481,493
396,2012-01-31,Spring,2012,January,Tuesday,Working day,"Clear or
 Partly cloudy",16.0,19.1,41.7,17.5,324,4185,4509,9380,Spring,2012,January,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",22.1,25.8,26.0,28.0,41,518,559
397,2012-02-01,Spring,2012,February,Wednesday,Working day,"Clear or
 Partly cloudy",19.2,23.3,50.8,12.7,304,4275,4579,9404,Spring,2012,February,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",23.8,27.3,43.0,13.0,31,508,539
398,2012-02-02,Spring,2012,February,Thursday,Working day,"Mist and
 Cloudy or Mist ",16.4,19.9,67.3,12.5,190,3571,3761,9428,Spring,2012,February,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",17.2,21.2,54.0,33.0,13,437,450
399,2012-02-03,Spring,2012,February,Friday,Working day,"Clear or
 Partly cloudy",12.8,15.5,52.7,12.0,310,3841,4151,9452,Spring,2012,February,05 PM,Friday,Working day,"Clear or
 Partly cloudy",16.4,20.5,37.0,6.0,30,458,488
400,2012-02-04,Spring,2012,February,Saturday,Weekend,"Mist and
 Cloudy or Mist ",10.8,13.6,78.0,8.2,384,2448,2832,9474,Spring,2012,February,03 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",13.1,15.2,66.0,15.0,61,244,305
401,2012-02-05,Spring,2012,February,Sunday,Weekend,"Mist and
 Cloudy or Mist ",10.9,13.2,68.8,11.8,318,2629,2947,9500,Spring,2012,February,05 PM,Sunday,Weekend,"Clear or
 Partly cloudy",13.1,15.9,53.0,11.0,31,275,306
402,2012-02-06,Spring,2012,February,Monday,Working day,"Clear or
 Partly cloudy",11.6,14.8,62.2,10.3,206,3578,3784,9514,Spring,2012,February,08 AM,Monday,Working day,"Clear or
 Partly cloudy",6.6,9.1,86.0,9.0,10,434,444
403,2012-02-07,Spring,2012,February,Tuesday,Working day,"Clear or
 Partly cloudy",14.5,18.1,49.6,9.9,199,4176,4375,9538,Spring,2012,February,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",12.3,15.9,49.0,0.0,7,522,529
404,2012-02-08,Spring,2012,February,Wednesday,Working day,"Mist and
 Cloudy or Mist ",10.5,13.3,72.3,9.0,109,2693,2802,9562,Spring,2012,February,08 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",9.8,11.4,70.0,15.0,13,495,508
405,2012-02-09,Spring,2012,February,Thursday,Working day,"Clear or
 Partly cloudy",10.9,13.1,56.2,13.0,163,3667,3830,9586,Spring,2012,February,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",8.2,9.8,64.0,17.0,11,473,484
406,2012-02-10,Spring,2012,February,Friday,Working day,"Mist and
 Cloudy or Mist ",11.5,14.7,54.0,7.8,227,3604,3831,9610,Spring,2012,February,08 AM,Friday,Working day,"Clear or
 Partly cloudy",8.2,10.6,59.0,11.0,1,447,448
407,2012-02-11,Spring,2012,February,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",9.2,10.5,73.1,19.4,192,1977,2169,9640,Spring,2012,February,02 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",10.7,12.1,81.0,17.0,38,205,243
408,2012-02-12,Spring,2012,February,Sunday,Weekend,"Clear or
 Partly cloudy",5.2,5.1,46.5,27.4,73,1456,1529,9666,Spring,2012,February,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",8.2,8.3,34.0,31.0,16,148,164
409,2012-02-13,Spring,2012,February,Monday,Working day,"Clear or
 Partly cloudy",9.1,11.4,41.1,11.2,94,3328,3422,9682,Spring,2012,February,08 AM,Monday,Working day,"Clear or
 Partly cloudy",4.1,6.1,54.0,9.0,4,413,417
410,2012-02-14,Spring,2012,February,Tuesday,Working day,"Mist and
 Cloudy or Mist ",13.1,16.7,50.9,9.5,135,3787,3922,9715,Spring,2012,February,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",17.2,21.2,38.0,24.0,19,504,523
411,2012-02-15,Spring,2012,February,Wednesday,Working day,"Clear or
 Partly cloudy",14.3,17.6,53.1,12.2,141,4028,4169,9730,Spring,2012,February,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",13.1,14.4,61.0,24.0,7,508,515
412,2012-02-16,Spring,2012,February,Thursday,Working day,"Mist and
 Cloudy or Mist ",13.0,16.5,75.3,6.1,74,2931,3005,9754,Spring,2012,February,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",12.3,15.9,70.0,6.0,9,489,498
413,2012-02-17,Spring,2012,February,Friday,Working day,"Clear or
 Partly cloudy",14.1,17.6,63.5,13.8,349,3805,4154,9778,Spring,2012,February,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",10.7,15.2,100.0,0.0,4,516,520
414,2012-02-18,Spring,2012,February,Saturday,Weekend,"Clear or
 Partly cloudy",14.2,17.8,53.5,12.8,1435,2883,4318,9809,Spring,2012,February,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",17.2,21.2,41.0,17.0,229,270,499
415,2012-02-19,Spring,2012,February,Sunday,Weekend,"Mist and
 Cloudy or Mist ",11.5,13.3,51.6,17.0,618,2071,2689,9831,Spring,2012,February,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",12.3,15.2,49.0,11.0,64,197,261
